# TBJD-2450000      FLUX           FLUX_ERR
  1358.1396745      9.4472304      0.6895076
  1358.1410634     10.5945978      0.6896647
  1358.1424523     10.3546294      0.6897167
  1358.1438413      9.6169934      0.6894677
  1358.1452302     10.8912336      0.6895531
  1358.1466191      8.2282200      0.6889468
  1358.1480080      9.3158049      0.6891882
  1358.1493969      9.4366876      0.6893502
  1358.1507858      7.6319532      0.6890045
  1358.1521748      6.5655737      0.6884565
  1358.1535637      5.6523043      0.6882170
  1358.1549526      4.6520569      0.6878224
  1358.1563415      2.8894337      0.6876818
  1358.1577304      3.2013447      0.6876361
  1358.1591193      0.9494401      0.6867995
  1358.1605082      0.4735768      0.6869898
  1358.1618972     -0.5224775      0.6865049
  1358.1632861     -2.3240371      0.6859676
  1358.1646750     -1.2376502      0.6864703
  1358.1660639      0.2048554      0.6867088
  1358.1674528      0.1099103      0.6865632
  1358.1688417      1.1235160      0.6869456
  1358.1702306      1.6097424      0.6870234
  1358.1716196      2.0616448      0.6875315
  1358.1730085      4.2800041      0.6879117
  1358.1743974      4.5371045      0.6878238
  1358.1757863      6.2110723      0.6882968
  1358.1771752      6.6908892      0.6885282
  1358.1785641      6.6022339      0.6885065
  1358.1799531      8.2197139      0.6888015
  1358.1813420      9.2537462      0.6892082
  1358.1827309      8.9402180      0.6895030
  1358.1841198      8.2537384      0.6889601
  1358.1855087      8.8178976      0.6892068
  1358.1868976      8.6010515      0.6892291
  1358.1882865      9.1561056      0.6891453
  1358.1896755      8.5355185      0.6891721
  1358.1910644      7.3670656      0.6885765
  1358.1924533      6.6212828      0.6885769
  1358.1938422      4.3688990      0.6878122
  1358.1952311      4.3142083      0.6878569
  1358.1966200      3.9795345      0.6876258
  1358.1980089      3.1921197      0.6874303
  1358.1993979      1.7574613      0.6870006
  1358.2007868      1.4791555      0.6870785
  1358.2021757      1.8421631      0.6872476
  1358.2035646     -0.4682061      0.6868583
  1358.2049535      0.0389861      0.6866949
  1358.2063424     -0.2094284      0.6865943
  1358.2077314      0.4016342      0.6870055
  1358.2091203      3.4574267      0.6875421
  1358.2105092      2.9736563      0.6875505
  1358.2118981      1.1429243      0.6869853
  1358.2132870      2.4257306      0.6872940
  1358.2146759      2.4669433      0.6872717
  1358.2160648      3.3496027      0.6876866
  1358.2174538      3.5959806      0.6878073
  1358.2188427      4.5332708      0.6881294
  1358.2202316      4.0753781      0.6880853
  1358.2216205      6.8729920      0.6886298
  1358.2230094      7.4740510      0.6888984
  1358.2243983      7.1352439      0.6888518
  1358.2257873      8.2270220      0.6890487
  1358.2271762      7.8033934      0.6891082
  1358.2285651      8.5194647      0.6892178
  1358.2299540      8.1128483      0.6890497
  1358.2313429      8.4371590      0.6890978
  1358.2327318      7.1784934      0.6888755
  1358.2341207      5.4862553      0.6884073
  1358.2355097      5.5229155      0.6881379
  1358.2368986      4.7108809      0.6881371
  1358.2382875      3.7685589      0.6878533
  1358.2396764      1.7332009      0.6870748
  1358.2410653      1.3294599      0.6870824
  1358.2424542      1.4164978      0.6869890
  1358.2438431      0.5638494      0.6869959
  1358.2452321      0.0352123      0.6868744
  1358.2466210     -1.9773829      0.6863255
  1358.2480099     -1.5342861      0.6863038
  1358.2493988     -1.5505196      0.6861805
  1358.2507877     -2.1139600      0.6860825
  1358.2521766     -2.0555553      0.6861230
  1358.2535656     -0.4330435      0.6864062
  1358.2549545      0.6571771      0.6867285
  1358.2563434     -0.2401583      0.6866525
  1358.2577323      1.5801507      0.6872795
  1358.2591212      4.1758940      0.6880709
  1358.2605101      4.2596374      0.6879677
  1358.2618990      6.1076811      0.6885082
  1358.2632880      6.1505711      0.6886322
  1358.2646769      7.2782905      0.6890701
  1358.2660658      7.5199361      0.6888003
  1358.2674547      7.3441829      0.6887908
  1358.2688436      7.2278528      0.6888927
  1358.2702325      7.0326913      0.6885781
  1358.2716214      4.9760680      0.6880769
  1358.2730104      2.2379970      0.6875419
  1358.2743993      3.2147029      0.6877661
  1358.2757882      1.3317361      0.6871264
  1358.2771771     -0.7743065      0.6865123
  1358.2785660     -0.9271770      0.6864762
  1358.2799549     -0.2211094      0.6864678
  1358.2813438     -1.0429081      0.6862310
  1358.2827328     -0.6737905      0.6866805
  1358.2841217     -1.2368116      0.6862022
  1358.2855106     -2.0787974      0.6862402
  1358.2868995     -0.4214224      0.6865833
  1358.2882884     -2.3916667      0.6861438
  1358.2896773     -2.1412754      0.6861805
  1358.2910663     -1.3814755      0.6860908
  1358.2924552     -1.4654584      0.6862919
  1358.2938441     -3.3146403      0.6858133
  1358.2952330     -1.7418473      0.6863097
  1358.2966219     -2.4573195      0.6860657
  1358.2980108     -2.4560017      0.6860026
  1358.2993997     -1.6605001      0.6863104
  1358.3007887      0.6608911      0.6869401
  1358.3021776      2.5556585      0.6877193
  1358.3035665      1.6543097      0.6872679
  1358.3049554      3.1943960      0.6874370
  1358.3063443      3.6997312      0.6879463
  1358.3077332      3.7731714      0.6878556
  1358.3091221      3.5163106      0.6877411
  1358.3105111      3.5878339      0.6877336
  1358.3119000      1.9086545      0.6873501
  1358.3132889      1.9484895      0.6871154
  1358.3146778      1.8462963      0.6872351
  1358.3160667      2.3340802      0.6872128
  1358.3174556      1.7611752      0.6870800
  1358.3188446      1.8730726      0.6871743
  1358.3202335      1.8948770      0.6872488
  1358.3216224      2.2514750      0.6872984
  1358.3230113     -0.0068990      0.6865525
  1358.3244002     -0.6182013      0.6865371
  1358.3257891     -0.2879004      0.6866859
  1358.3271780     -2.0048181      0.6861912
  1358.3285670     -0.7604691      0.6865455
  1358.3299559     -5.1881424      0.6852512
  1358.3313448     -3.8899413      0.6856298
  1358.3327337     -5.2235447      0.6852544
  1358.3341226     -2.1577485      0.6861438
  1358.3355115     -2.9683455      0.6858170
  1358.3369004     -3.5811453      0.6855868
  1358.3382894     -0.4006963      0.6864906
  1358.3396783     -0.9534141      0.6863682
  1358.3410672     -1.6347421      0.6862588
  1358.3424561     -0.6568382      0.6864606
  1358.3438450     -0.3492402      0.6867020
  1358.3452339     -0.1975079      0.6866789
  1358.3466228      0.2563114      0.6867629
  1358.3480118      1.0744561      0.6870823
  1358.3494007      2.1368820      0.6871827
  1358.3507896      2.2490190      0.6872966
  1358.3521785      2.6318542      0.6873077
  1358.3535674      1.2533241      0.6870001
  1358.3549563      1.2756677      0.6868892
  1358.3563453      1.3246078      0.6871827
  1358.3577342      0.9420721      0.6868547
  1358.3591231      1.1719769      0.6870435
  1358.3605120      0.0392257      0.6867336
  1358.3619009      1.5397766      0.6869459
  1358.3632898     -1.0215829      0.6864525
  1358.3646787     -0.4646718      0.6866004
  1358.3660677     -2.3647706      0.6859988
  1358.3674566     -2.9926658      0.6856957
  1358.3688455     -4.7740383      0.6853640
  1358.3702344     -6.7845369      0.6847623
  1358.3716233     -6.8386286      0.6845309
  1358.3730122     -8.1320975      0.6843148
  1358.3744011     -7.9181267      0.6844635
  1358.3757901     -7.4637084      0.6844527
  1358.3771790     -7.7161364      0.6843053
  1358.3785679     -8.5669877      0.6841554
  1358.3799568     -6.6541896      0.6847501
  1358.3813457     -4.3502300      0.6856978
  1358.3827346     -4.1347617      0.6854671
  1358.3841235     -1.5532751      0.6862216
  1358.3855125     -1.2746698      0.6863572
  1358.3869014      0.5198213      0.6867875
  1358.3882903      1.4001445      0.6871562
  1358.3896792      2.3766707      0.6873728
  1358.3910681      3.5528510      0.6876879
  1358.3924570      2.8234215      0.6875683
  1358.3938460      4.5022414      0.6879740
  1358.3952349      3.4614401      0.6877195
  1358.3966238      2.5556585      0.6874247
  1358.3980127      0.9509976      0.6869271
  1358.3994016     -0.1337719      0.6868827
  1358.4007905     -1.0678873      0.6864080
  1358.4021794     -4.3298034      0.6855804
  1358.4035684     -4.3741909      0.6854059
  1358.4049573     -6.2309205      0.6849786
  1358.4063462     -6.4072127      0.6848772
  1358.4077351     -6.5926101      0.6848918
  1358.4091240     -7.0561935      0.6846077
  1358.4105129     -8.8411003      0.6841295
  1358.4119018     -8.6401283      0.6843481
  1358.4132908     -7.5319370      0.6845857
  1358.4146797     -5.8941501      0.6849960
  1358.4160686     -6.0440854      0.6851854
  1358.4174575     -4.3528657      0.6855329
  1358.4188464     -3.9355269      0.6858369
  1358.4202353     -2.0684343      0.6862313
  1358.4216242     -2.2140566      0.6861342
  1358.4230132     -0.4250765      0.6865134
  1358.4244021     -0.6796011      0.6866091
  1358.4257910      0.1783786      0.6868279
  1358.4271799     -0.0657230      0.6867481
  1358.4285688     -0.4690447      0.6867640
  1358.4299577     -0.2296155      0.6865327
  1358.4313466      1.4090100      0.6871697
  1358.4327356      0.1844886      0.6868735
  1358.4341245      1.1398094      0.6870209
  1358.4355134      0.3220840      0.6868001
  1358.4369023     -0.4096816      0.6866459
  1358.4382912     -1.1554644      0.6862838
  1358.4396801     -2.0359673      0.6862329
  1358.4410691     -2.4073012      0.6862364
  1358.4424580     -3.8728692      0.6854974
  1358.4438469     -5.0576754      0.6853604
  1358.4452358     -6.3729487      0.6850375
  1358.4466247     -6.2473936      0.6849945
  1358.4480136     -8.0056438      0.6844470
  1358.4494025     -6.6095625      0.6848835
  1358.4507915     -7.1822278      0.6846903
  1358.4521804     -7.0070737      0.6845180
  1358.4535693     -6.3571345      0.6848535
  1358.4549582     -5.8818702      0.6850048
  1358.4563471     -5.4715399      0.6851824
  1358.4577360     -3.4470242      0.6858949
  1358.4591249     -3.6100781      0.6857328
  1358.4605139     -2.0151812      0.6862842
  1358.4619028     -1.8003119      0.6862233
  1358.4632917     -0.7753847      0.6866346
  1358.4646806     -0.3764359      0.6866611
  1358.4660695     -0.3606816      0.6865871
  1358.4674584     -0.4508943      0.6865769
  1358.4688473     -0.2989224      0.6867969
  1358.4702363     -0.9517369      0.6866293
  1358.4716252     -1.3983679      0.6862519
  1358.4730141     -0.6202978      0.6868135
  1358.4744030     -2.3001361      0.6862145
  1358.4757919     -2.3959198      0.6860872
  1358.4771808     -2.9525912      0.6858281
  1358.4785697     -2.9274922      0.6859448
  1358.4799587     -4.1321260      0.6857508
  1358.4813476     -3.7851124      0.6858837
  1358.4827365     -4.6666935      0.6854818
  1358.4841254     -4.8915665      0.6853326
  1358.4855143     -3.6679436      0.6856397
  1358.4869032     -3.4563090      0.6858776
  1358.4882921     -2.2452657      0.6860542
  1358.4896811     -0.9225046      0.6865389
  1358.4910700     -0.8700901      0.6866647
  1358.4924589      0.0389262      0.6868229
  1358.4938478     -0.6827759      0.6865327
  1358.4952367      0.2419349      0.6869228
  1358.4966256     -1.4310146      0.6865659
  1358.4980146     -2.2488598      0.6862693
  1358.4994035     -1.6507959      0.6861070
  1358.5007924     -2.7502415      0.6858626
  1358.5021813     -1.0211037      0.6865073
  1358.5035702     -2.6748844      0.6861592
  1358.5049591     -2.5675397      0.6861724
  1358.5063480     -1.3903410      0.6863011
  1358.5077370     -3.6860341      0.6857215
  1358.5091259     -2.1121030      0.6864405
  1358.5105148     -2.8376987      0.6861383
  1358.5119037     -2.7395789      0.6859667
  1358.5132926     -0.8416965      0.6865568
  1358.5146815     -1.7251945      0.6863075
  1358.5160704     -1.6365991      0.6863581
  1358.5174594     -2.4086789      0.6860925
  1358.5188483     -2.8460850      0.6860861
  1358.5202372     -1.4086711      0.6864033
  1358.5216261     -1.2379497      0.6864569
  1358.5230150      0.1767013      0.6868917
  1358.5244039      2.1113637      0.6873308
  1358.5257928      1.3770821      0.6874426
  1358.5271818      2.9574228      0.6876480
  1358.5285707      3.4488607      0.6877732
  1358.5299596      2.2096632      0.6876443
  1358.5313485      1.8351545      0.6873346
  1358.5327374      0.4520120      0.6869026
  1358.5341263     -0.7558566      0.6867913
  1358.5355152     -3.0847355      0.6859592
  1358.5369042     -2.9196450      0.6859253
  1358.5382931     -5.3340643      0.6854909
  1358.5396820     -5.7251659      0.6852046
  1358.5410709     -6.7914855      0.6849890
  1358.5424598     -4.7167119      0.6856147
  1358.5438487     -4.3691591      0.6854714
  1358.5452376     -2.8937073      0.6859962
  1358.5466266     -1.7667067      0.6863829
  1358.5480155     -0.2950287      0.6867818
  1358.5494044      0.5923629      0.6871330
  1358.5507933      1.9907805      0.6873821
  1358.5521822      2.0465495      0.6875733
  1358.5535711      2.8947051      0.6878083
  1358.5549600      2.3661878      0.6876439
  1358.5563490      2.2973002      0.6876331
  1358.5577379      3.4975612      0.6879173
  1358.5591268      3.1194583      0.6877334
  1358.5605157      2.3321034      0.6875651
  1358.5619046      0.7585317      0.6870807
  1358.5632935      2.3222195      0.6875317
  1358.5646824      1.5457069      0.6873612
  1358.5660714      2.8654729      0.6874724
  1358.5674603      1.4710088      0.6873797
  1358.5688492      2.3001156      0.6875394
  1358.5702381     -0.1741460      0.6868913
  1358.5716270      1.1002140      0.6871384
  1358.5730159     -0.3111424      0.6867023
  1358.5744049     -0.7893419      0.6865668
  1358.5757938     -2.0386030      0.6860721
  1358.5771827     -2.2328659      0.6863014
  1358.5785716     -2.8107427      0.6860473
  1358.5799605     -2.1158768      0.6863200
  1358.5813494     -2.5051814      0.6862241
